"name","prices","designer"
"Prada Double saffiano-leather bag Cloud-grey",259,"prada"
"Prada Double saffiano-leather bag Off white",259,"prada"
"Prada Top Handle Tote Bag bag Black",259,"prada"
"Prada Top Handle Tote Bag bag Red",259,"prada"
"Prada Top Handle Tote Cipria Fuoco",259,"prada"
"Prada Leather tote bag Beige",199,"prada"
"Prada Leather tote bag Black",199,"prada"
"Prada Textured-leather tote bag Astrale",209,"prada"
"Prada Textured-leather tote bag Blue",209,"prada"
"Prada Textured-leather tote bag White",209,"prada"
"Prada Textured-leather tote bag Black",209,"prada"
"Prada Saffiano leather tote bag Black",209,"prada"
"Prada Monochrome leather tote bags Blue",209,"prada"
"Prada Saffiano leather tote bag Light Blue",209,"prada"
"Prada Monochrome small leather bag Blush-pink",209,"prada"
"Prada Medium Saffiano Monocrome Tote White",249,"prada"
"Prada Bibliotheque textured-leather tote Granato",249,"prada"
"Prada Paradigme Tote White",249,"prada"
"Prada Bibliotheque Medium Saffiano Top-Handle Tote Bag, Black",249,"prada"
"Prada Paradigme leather handbag Cammeo",229,"prada"
"Prada Galleria leather handbag Black",259,"prada"
"Prada Paradigme leather handbag Noisette",259,"prada"
"Prada Large Bicolor Saffiano Side-Pleat Tote Bag White",269,"prada"
"Prada Large Bicolor Saffiano Side-Pleat Tote Bag Brown",269,"prada"
"Prada Saffiano Leather Small Tote Bag Pink",249,"prada"
"Prada Saffiano Leather Monochrome Paradigm Tote Black",249,"prada"
"Prada Paradigme Saffiano Leather Tote Nero",249,"prada"
"Prada Paradigme leather handbag Nube",249,"prada"
"Prada Paradigme leather handbag Nube",249,"prada"
"Prada Paradigme Small Whipstich Leather Tote White",269,"prada"
"Prada Paradigme Small Leather Tote Pink",269,"prada"
"Prada Paradigme saffiano leather handbag Black",269,"prada"
"Prada Paradigme saffiano leather tote Bag Red",269,"prada"
"Prada Paradigme Saffiano Leather Tote Bag Black",269,"prada"
"Prada Paradigme leather shoulder handbag Black",269,"prada"
"Prada Paradigme leather shoulder handbag Grey",269,"prada"
"Prada Paradigme leather shoulder bag Cammeo",269,"prada"
"Prada Small Floral-Printed Madras Paradigm Whipstitch Tote Bag, White",289,"prada"
"Prada Greca Esplanade Handbag Grey",289,"prada"
"Prada Esplanade Zigzag leather tote Light Blue",289,"prada"
"Prada Paradigme leather shoulder bag Brown",289,"prada"
"Prada Esplanade Zigzag leather tote Blue",289,"prada"
"Prada Esplanade leather crossbody bag",289,"prada"
"Prada Esplanade Medium Bicolor City Satchel Bag Red",289,"prada"
"Prada Esplanade Medium Bicolor City Satchel Bag White",289,"prada"
"Prada Esplanade Medium Bicolor City Satchel Bag Black",289,"prada"
"Prada Esplanade Medium Saffiano & Leather Tote Black",289,"prada"
"Prada City Leather Top-Handle Accordion Tote Black-Red",289,"prada"
"Prada City Leather Top-Handle Accordion Tote Chocolate",289,"prada"
"Prada Bicolor Saffiano Lux Tote Bag White/Black",279,"prada"
"Prada Bicolor Saffiano Lux Tote Bag Black/White",279,"prada"
"Prada Saffiano & City Calf Leather Biblioth",289,"prada"
"Prada Printed Medium Top-Handle Satchel Bag White",299,"prada"
"Prada Medium Pleated-Sides Top-Handle Satchel Bag Gray",289,"prada"
"Prada Medium Pleated-Sides Top-Handle Satchel Black/Red",289,"prada"
"Prada Medium Pleated-Sides Top-Handle Satchel Bag Black",289,"prada"
"Prada City Calfskin Tote Bag with Studded Strap Blush",279,"prada"
"Prada Medium Vitello Diano North-South Tote Bag Caramel",269,"prada"
"Prada Medium Vitello Diano North-South Tote Bag Dark Blue",269,"prada"
"Prada Medium Vitello Diano North-South Tote Bag Black",279,"prada"
"Prada Medium Vitello Diano Open Tote Bag Caramel",269,"prada"
"Prada Medium Vitello Diano Open Tote Bag Pomice",269,"prada"
"Prada Medium Vitello Diano Open Tote Bag Black (Nero)",269,"prada"
"Prada Soft Leather Shopper Tote Bag Blue",269,"prada"
"Prada Soft Leather Shopper Tote Bag Black (Nero)",269,"prada"
"Prada Small Vitello Diano Tote Bag White (Bianco)",269,"prada"
"Prada Small Vitello Diano Tote Bag Black (Nero)",269,"prada"
"Prada Vitello Diano Tote Bag Light Gray (Pomice)",279,"prada"
"Prada Vitello Diano Tote Bag Black (Nero)",279,"prada"
"Prada City Calfskin Tote Bag with Studded Strap Dark Blue",289,"prada"
"Prada City Calfskin Tote Bag with Studded Strap Black (Nero)",289,"prada"
"Prada Saffiano Lux Small Baiadera Double Zip Tote Caramel-White",289,"prada"
"Prada Saffiano Baiadera Striped Galleria Tote Bag Camel/Black",289,"prada"
"Prada Saffiano Baiadera Striped Galleria Tote Bag Red/Black",289,"prada"
"Prada Python & Crocodile Baiadera Frame Bag Black-Grey",299,"prada"
"Prada Baiadera Arcade-Stripe Frame Satchel Bag Camel/White",NA,"prada"
"Prada Baiadera Striped Leather Satchel Bag Camel/Black/Gray",289,"prada"
"Prada Baiadera Arcade-Stripe Leather Satchel Bag White/Red",289,"prada"
"Prada Leather Baiadera Striped Tote Bag Black/Camel/White",279,"prada"
"Prada Leather Baiadera Striped Tote Bag Black/Red/White",279,"prada"
"Prada City Calfskin Bicolor Double-Zip Galleria Tote Blue",289,"prada"
"Prada City Calfskin Bicolor Double-Zip Galleria Tote Black",289,"prada"
"Prada City Calfskin Bicolor Double-Zip Galleria Tote Caramel",289,"prada"
"Prada City Calfskin Bicolor Double-Zip Galleria Tote White",289,"prada"
"Prada Mini Saffiano Cuir Tote Bag White/Black",259,"prada"
"Prada Saffiano Cuir Double Medium Tote Bag Navy/Red",279,"prada"
"Prada Vitello Daino Small Double Tote Bag Royal/Teal",279,"prada"
"Prada Saffiano Medium East-West Tote Bag Red (Granato)",279,"prada"
"Prada Saffiano Cuir Double Medium Tote Bag Caramel/Red",279,"prada"
"Prada Saffiano Cuir Double Medium Tote Bag Red/Caramel",279,"prada"
"Prada Vitello Daino Small Double Tote Bag Black/Blue",279,"prada"
"Prada Saffiano Cuir Double Mini Tote Bag Black/Red",279,"prada"
"Prada Saffiano Cuir Double Mini Tote Bag White/Red",279,"prada"
"Prada Saffiano Cuir Double Small Tote Bag Light Blue",279,"prada"
"Prada Saffiano Cuir Double Small Tote Bag Black/Red",279,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Black (Nero)",259,"prada"
"Prada Saffiano Lux Small Gardener's Tote Bag White (Talco)",259,"prada"
"Prada Saffiano Gardener's Tote Bag Black (Nero)",259,"prada"
"Prada Saffiano Small Double-Zip Tote Bag Red (Rosso)",259,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Light Blue (Mare)",259,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag White (Talco)",249,"prada"
"Prada Saffiano Lux Small Double-Zip Tote Bag Light Blue",249,"prada"
"Prada Saffiano Lux Micro Tote Bag w/Shoulder Strap White",239,"prada"
"Prada Saffiano Lux Micro Tote Bag w/Shoulder Strap Pink",239,"prada"
"Prada Saffiano Lux Micro Tote Bag w/Shoulder Strap Black",239,"prada"
"Prada Soft Calf Medium Inside Bag Black/Turquoise",299,"prada"
"Prada Soft Calf Medium Tricolor Inside Bag White/Black",269,"prada"
"Prada Python Eyes Inside Bag White/Black (Bianco+Nero)",269,"prada"
"Prada Calf Hair & Ostrich Medium Inside Bag Leopard",269,"prada"
"Prada Calf Hair & Ostrich Small Double Tote Bag Leopard",269,"prada"
"Prada Calf Hair & Calfskin Medium Twin-Pocket Tote Bag",259,"prada"
"Prada Tessuto Grommets Tote Bag Black (Nero)",249,"prada"
"Prada Canapa Grommet Small Garden Tote Bag Red",249,"prada"
"Prada Canapa Grommet Small Garden Tote Bag Black",239,"prada"
"Prada Pionnière Web-Strap Shoulder Bag Tan/White",249,"prada"
"Prada Pionnière Web-Strap Shoulder Bag Black/White",249,"prada"
"Prada Pionnière Web-Strap Shoulder Bag Gray/Black",249,"prada"
"Prada Pionnière Web-Strap Shoulder Bag Red",249,"prada"
"Prada Cahier Notebook Shoulder Bag Red/Black",259,"prada"
"Prada Cahier Notebook Shoulder Bag White/Black",259,"prada"
"Prada Cahier Notebook Shoulder Bag Caramel/Black",259,"prada"
"Prada Cahier Astrology Velvet Shoulder Bag Black (Nero)",259,"prada"
"Prada Small Velvet Astrology Cahier Bag Black",259,"prada"
"Prada Cahier Notebook Python Shoulder Bag Black",259,"prada"
"Prada Glace Leather Robot Crossbody Bag Black/Red",259,"prada"
"Prada Robot Leather Shoulder Bag Black/White",259,"prada"
"Prada Hawaiian Leather Satchel Bag Black (Nero)",239,"prada"
"Prada Collage-Print Saffiano Leather Crossbody Bag Black",239,"prada"
"Prada Luxe Saffiano Leather Chain Wallet Black",239,"prada"
"Prada Small Velvet Flap Crossbody Bag Black",239,"prada"
"Prada Velvet Chain Shoulder Bag Black (Nero)",239,"prada"
"Prada Saffiano Lux Crossbody Bag Red (Fuoco)",239,"prada"
"Prada Saffiano Lux Crossbody Bag White (Bianco)",239,"prada"
"Prada Saffiano Lux Crossbody Bag Black (Nero)",239,"prada"
"Prada Saffiano Lux Crossbody Bag Blush (Cammeo)",239,"prada"
"Prada Tessuto & Saffiano Bicolor Chain Bag Blue",239,"prada"
"Prada Tessuto & Saffiano Bicolor Shoulder Bag Black/Red",239,"prada"
"Prada Python/Suede Striped Shoulder Bag Natural/White/Black",259,"prada"
"PradaGrommet Chain Leather Shoulder Bag Black (Nero)",259,"prada"
"Prada Tessuto & Leather Grommet Chain Bag Black",239,"prada"
"Prada Grommeted Nylon Camera Bag Black",239,"prada"
"Prada Calf Hair & Calfskin Chain Shoulder Bag Red Leopard",259,"prada"
"Prada Leopard-Print & Calfskin Flap Shoulder Bag Black/Honey",259,"prada"
"Prada Fringed Nylon & Leather Corsaire Messenger Bag Black",249,"prada"
"Prada Nylon and Leather Corsaire Messenger Bag Army",249,"prada"
"Prada Velvet & Leather Corsaire Messenger Bag Black",249,"prada"
"Prada Quilted Nylon Hunting Shoulder Bag Olive Green",249,"prada"
"Prada Quilted Nylon Passaminiere Hunting Shoulder Bag Black",249,"prada"
"Prada Large Astrology-Embellished Drawstring Hobo Bag",269,"prada"
"Prada Small Beaded Nylon Drawstring Pouch Black (Nero)",249,"prada"
"Prada Embroidered Nylon Drawstring Bag Black",229,"prada"
"Prada Passamaneria Embroidered Nylon Tote Black",249,"prada"
"Prada Floral-Beaded Nylon Tote Black",249,"prada"
"Prada Embellished Nylon Tote Black",249,"prada"
"Prada Small Nylon Beaded Tote Bag Black (Nero)",259,"prada"
"Prada Nylon Hawaiian Tote Bag Black (Nero)",249,"prada"
"Prada Medium Nylon Robot Tote Bag Black/Multi",249,"prada"
"Prada Medium Nylon Double-Handle Satchel Bag Black",239,"prada"
"Prada Tesutto Bomber Satchel Bag with Strap Black (Nero)",239,"prada"
"Prada Tesutto Bomber North-South Tote Bag Black (Nero)",239,"prada"
"Prada Nylon & Leather Zip Tote Color Black",229,"prada"
"Prada Nylon & Calf Leather Tassel Duffle Bag Nero",229,"prada"
"Prada Nylon & Leather Zip Tote Black",229,"prada"
"Prada Nylon Tassel Satchel Color Black",229,"prada"
"Prada Nylon Diaper Bag Baltico Navy",229,"prada"
"Prada Baby Bag Color Black (Nero)",229,"prada"
"Prada Vela Nylon Tote Bag with Strap Black (Nero)",229,"prada"
"Prada Small Double-Handle Nylon Tote Bag Black",229,"prada"
"Prada Vela Flap-Front Messenger Bag Black (Nero)",229,"prada"
"Prada Tesutto Bomber Messenger Bag Black (Nero)",229,"prada"
"Prada Vela Small Nylon Double-Pocket Messenger Bag Blue/Black",229,"prada"
"Prada Nylon & Leather Zip Messenger Bag Black",229,"prada"
"Prada Nylon & Leather Messenger Bag Black",229,"prada"
"Prada Vela Small Double-Pocket Messenger Bag Black (Nero)",229,"prada"
"Prada Vela Buckled Messenger Bag Black (Nero)",229,"prada"
"Prada Vela Shoulder Bag Black (Nero)",229,"prada"
"Prada Hawaiian Double-Pocket Backpack Black (Nero)",259,"prada"
"Prada Tessuto Nylon Robot Backpack Black-Multi",259,"prada"
"Prada Robot Small Two-Pocket Backpack Black/Multi (Nero)",259,"prada"
"Prada Nylon Robot Backpack Black/Multi (Nero/Cromo)",259,"prada"
"Prada Soft Calf One-Pocket Backpack Nero-Black",259,"prada"
"Prada Vela Mini Crossbody Backpack Bag Black (Nero)",239,"prada"
"Prada Vela Large Zip-Front Backpack Black (Nero)",239,"prada"
"Prada Tessuto Leopard-Print-Trim Nylon Backpack Black/Leopard",249,"prada"
"Prada Tessuto Grommet Backpack Black (Nero)",259,"prada"
"Prada Soft Calf Double-Pocket Backpack Black (Nero)",269,"prada"
"Prada Vela Small Two-Pocket Backpack Black (Nero)",249,"prada"
"Prada Vela Large Two-Pocket Backpack Tobacco",249,"prada"
"Prada Vela Large Two-Pocket Backpack Black (Nero)",249,"prada"
"Prada Nylon Medium Dome Backpack Black (Nero)",249,"prada"
"Prada Vela Large Drawstring Backpack Red (Fuoco)",239,"prada"
"Prada Vela Medium Backpack Pink (Fuxia)",239,"prada"
"Prada Vela Medium Backpack Black (Nero)",239,"prada"
"Prada Crystal-Embellished Denim Tote Baltico-Navy",239,"prada"
"Prada Saffiano Lux Small Double-Zip Tote White",259,"prada"
"Prada Mini Saffiano Leather Double-Zip Tote Black",239,"prada"
"Prada Saffiano Lux Small Double-Zip Tote Blue",259,"prada"
"Prada Saffiano Lux Mini Satchel Nude",259,"prada"
"Prada Calf Leather Arcade Bag Rosso",259,"prada"
"Prada Saffiano Lux Promenade Leather Satchel Black",239,"prada"
"Prada Saffiano Vernice Small Promenade Bag Black",229,"prada"
"Prada Mini Saffiano Leather Shoulder Bag Petalo",229,"prada"
"Prada Saffiano Lux Mini Promenade Bag Silver",219,"prada"
"Prada Saffiano Lux Double Handle Mini Satchel",219,"prada"
"Prada Saffiano East-West Frame Clutch Bag, Wine (Cerise)",199,"prada"
"Prada Saffiano East-West Frame Clutch Bag Light Gray (Granito)",199,"prada"
"Prada Saffiano East-West Frame Clutch Blush (Cammeo)",199,"prada"
"Prada Saffiano East-West Frame Clutch Bag Silver (Cromo)",199,"prada"
"Prada Saffiano East-West Frame Clutch Bag White (Talco)",199,"prada"
"Prada Saffiano Vernice East-West Frame Clutch Bag Black (Nero)",199,"prada"
"Prada Saffiano Lux Clutch Color Black",199,"prada"
"Prada Saffiano Metallic Lux Frame Clutch Gold",199,"prada"
"Prada Saffiano Leather Chain Wallet Cannella",199,"prada"
"Prada Saffiano Leather Chain Wallet Bordeaux",199,"prada"
"Prada Saffiano Leather Chain Wallet",199,"prada"
"Prada Saffiano Wallet on a Chain Black (Nero)",199,"prada"
"Prada Saffiano Wallet on a Chain Gray (Argilla)",199,"prada"
"Prada Saffiano Leather Wallet-on-Chain Brown (Cannella)",199,"prada"
"Prada Saffiano Wallet on a Chain Red (Fuoco)",199,"prada"
"Prada Saffiano Wallet on a Chain Pink (Peonia)",199,"prada"
"Prada Saffiano Wallet on a Chain Wine (Cerise)",199,"prada"
"Prada Saffiano Leather Wallet-on-Chain Light Gray (Pomice)",199,"prada"
"Prada Saffiano Wallet on Chain Blush (Cammeo)",199,"prada"
"Prada Saffiano Metal Oro Chain Wallet",199,"prada"
"Prada Vitello Diano Double-Zip Crossbody Bag Caramel (Caramel)",199,"prada"
"Prada Vitello Diano Double-Zip Crossbody Bag Black (Nero)",199,"prada"
"Prada Vitello Daino Crossbody Bag Gray (Argilla)",199,"prada"
"Prada Vitello Daino Zip-Top Crossbody Bag Red (Rosso)",199,"prada"
"Prada Vitello Daino Crossbody Bag Gray (Pomice)",199,"prada"
"Prada Daino Crossbody Bag Tan",199,"prada"
"Prada Saffiano Lux Bow Crossbody Bag Black",199,"prada"
"Prada Saffiano Leather Camera Bag Blue",199,"prada"
"Prada Metallic Saffiano Leather Camera Bag Gold",199,"prada"
"Prada Saffiano Mini Crossbody Bag Black (Nero)",199,"prada"
"Prada Saffiano Camera Bag Blush (Cammeo)",199,"prada"
"Prada Small Saffiano Camera Crossbody Bag Red (Fuoco)",199,"prada"
"Prada Small Saffiano Camera Crossbody Bag Black (Nero)",199,"prada"
"Prada Saffiano Mini Zip Crossbody Bag Black (Nero)",199,"prada"
"Prada Saffiano Mini Zip Crossbody Bag Red (Fuoco)",199,"prada"
"Prada Saffiano Leather Camera Bag",199,"prada"
"Prada Nylon Bow Camera Bag Black (Nero)",199,"prada"
"Prada Nylon Camera Bag Color Black",199,"prada"
"Prada Tessuto Nylon Bow Crossbody Bag",199,"prada"
"Prada Nylon & Saffiano Leather Bandoliera Black",199,"prada"
"Prada Saffiano Lux Mini Crossbody Bag Gray (Argilla)",199,"prada"
"Prada Saffiano Lux Small Crossbody Bag Black",199,"prada"
"Prada Python Chain Bag Color Coloniale",289,"prada"
"Prada Madras Woven Leather Chain Bag Cammeo",259,"prada"
"Prada Madras Woven Leather Chain Bag Black",259,"prada"
"Prada Madras Woven Goat Leather Chain Bag Black-Multi",289,"prada"
"Prada Madras Woven Leather Chain Bag Black-White",289,"prada"
"Prada Saffiano Stencil Print Chain Bag Lacca",259,"prada"
"Prada Sequin Crossbody Bag Black",229,"prada"
"Prada Paillete Evening Clutch Black",229,"prada"
"Prada Daino Lip-Print Leather Shoulder Bag Blue",259,"prada"
"Prada Daino Eye-Print Leather Chain Shoulder Bag",259,"prada"
"Prada Daino Chain Bowler Bag with Grommets Nero",239,"prada"
"Prada Daino Chain Hobo Bag with Grommets Ivory",239,"prada"
"Prada Medium Patchwork Chain Crossbody Bag Camel (Cannella)",269,"prada"
"Prada Patch Shoulder Bag Color Grey",269,"prada"
"Prada Napa Gaufre Chain Shoulder Bag Black (Nero)",229,"prada"
"Prada Nappa Gaufre Metallic Shoulder Bag Silver",229,"prada"
"Prada Snakeskin Crossbody Clutch Black",259,"prada"
"Prada Python Medium Double Bag Roccia",328,"prada"
"Prada Small Python Double Bag Lago",328,"prada"
"Prada Small Python & Calfskin Topstitched Twin-Pocket Tote",389,"prada"
"Prada Small Python Twin-Pocket Tote Rosa",389,"prada"
"Prada Medium Soft Calf Inside Bag Cannella",328,"prada"
"Prada Medium Soft Calf Inside Bag Black",328,"prada"
"Prada Medium Python Inside Bag Stone/Caramel",328,"prada"
"Prada Medium Python Inside Bag Light Pink",328,"prada"
"Prada Large Soft Calf Inside Bag Tan/Turquoise",328,"prada"
"Prada Medium Soft Calf Inside Bag Blush/Rose",328,"prada"
"Prada Medium Soft Calf Inside Bag Gray/Aqua Green",328,"prada"
"Prada Large Soft Calf Inside Bag Black/Pale Pink",328,"prada"
"Prada Vitello Daino Small Satchel Bag Tan",228,"prada"
"Prada Vitello Daino Small Satchel Bag Black",228,"prada"
"Prada Vitello Daino Small Satchel Bag Navy",228,"prada"
"Prada Vitello Daino Small Satchel Bag Gray",228,"prada"
"Prada Vitello Daino Large Satchel Bag Wine",228,"prada"
"Prada Saffiano Small Double-Handle Tote Bag Light Gray (Pomice)",269,"prada"
"Prada Saffiano Small Double-Handle Tote Bag Gray (Marmo)",235,"prada"
"Prada Soft Calfskin Medium Garden Bag Black (Nero)",225,"prada"
"Prada Tessuto & Saffiano Print Satchel Bag White Multi",310,"prada"
"Prada Tessuto & Saffiano Print Satchel Bag Red",310,"prada"
"Prada Tessuto & Saffiano Print Mini Satchel Camel Multi",228,"prada"
"Prada Tessuto and Saffiano Print Top-Handle Bag Red Multi",265,"prada"
"Prada Saffiano Stampato Crossbody Bag Red Multi",265,"prada"
"Prada Tessuto & Lucertola Medium Chain Shoulder Bag",298,"prada"
"Prada Tessuto & Lucertola Top-Handle Bag Black/White",319,"prada"
"Prada Large Calf Leather Tote Bag Camel (Canella)",328,"prada"
"Prada Saffiano Cuir Small Tote Bag Black+Pale Pink",298,"prada"
"Prada Suede Medium Double Bag Black/Red (Nero+Rosso)",319,"prada"
"Prada Suede Small Double Bag Brown/Tan (Cacao/Nocciola)",299,"prada"
"Prada Suede Small Tote Bag Army Green/Tan (Militare/Ocra)",299,"prada"
"Prada Suede Twin Pocket Tote Bag Stone Gray (Cenere)",275,"prada"
"Prada Suede Small Double-Zip Tote Bag Brown (Cafi)",250,"prada"
"Prada Vitello Daino Medium Double Bag Black/Tan (Nero+Cuoio)",319,"prada"
"Prada Small Python/Leather/Crocodile Tote Bag Gray (Marmo)",328,"prada"
"Prada Small Calf Double Shoulder Bag Black (Nero)",290,"prada"
"Prada Vitello Daino Small Double Bag Bordeaux/Red",298,"prada"
"Prada Vitello Daino Small Double Bag Black/Tan",298,"prada"
"Prada Vitello Daino Small Double Bag Gray/Black",298,"prada"
"Prada Vitello Daino Small Double Bag Brown/Tan",298,"prada"
"Prada Saffiano Cuir Double Bag Blue/Red",290,"prada"
"Prada Saffiano Cuir Double Bag Black/Red",290,"prada"
"Prada Saffiano East-West Medium Tote Bag Beige (Cannela)",298,"prada"
"Prada Large Leather Double Tote Bag Dark Brown (Cocoa)",328,"prada"
"Prada Calf Leather Large Double Tote Bag Clay (Argillo)",328,"prada"
"Prada Small Leather Double Tote Bag Beige (Cannela)",290,"prada"
"Prada Saffiano Cuir Small Shoulder Bag Pale Gray/Aqua",298,"prada"
"Prada Small East-West Tote Bag Marmo",280,"prada"
"Prada Patent Saffiano Medium Tote Bag Black (Nero)",265,"prada"
"Prada Saffiano Small East-West Tote Bag Black (Nero)",258,"prada"
"Prada Saffiano Lux Executive Tote Bag Gray",269,"prada"
"Prada Saffiano Lux Executive Tote Bag Camel",280,"prada"
"Prada Saffiano Lux Tote Bag Black",269,"prada"
"Prada Saffiano Lux Tote Bag Camel",269,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Blush",269,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Light Gray",269,"prada"
"Prada Saffiano Double-Handle Small Trapezoid Tote Bag Black",250,"prada"
"Prada Saffiano Small Lux Double-Zip Tote Bag Black",240,"prada"
"Prada Saffiano Lux Small Double-Zip Tote Bag Wine",240,"prada"
"Prada Saffiano Lux Small Double-Zip Tote Bag Blush",240,"prada"
"Prada Saffiano Mini Double-Zip Tote Bag Black",228,"prada"
"Prada Saffiano Mini Double-Zip Tote Bag Blue",228,"prada"
"Prada Saffiano Vernice Mini Double-Zip Tote Bag Black",228,"prada"
"Prada Saffiano Vernice Mini Double-Zip Tote Bag Red",228,"prada"
"Prada Soft Calf Bucket Bag Red",235,"prada"
"Prada Soft Calf Bucket Bag Black",235,"prada"
"Prada Soft Calf Bucket Bag Blue",228,"prada"
"Prada Soft Calfskin Shoulder Bag Black",228,"prada"
"Prada Vitello Daino Bucket Bag Camel",228,"prada"
"Prada Vitello Daino Bucket Bag Black",228,"prada"
"Prada City Sport Shopper Bag Black",228,"prada"
"Prada City Sport Shopper Bag Camel",228,"prada"
"Prada Soft Calfskin Medium Garden Bag Black",228,"prada"
"Prada Soft Calfskin Medium Garden Bag Camel",228,"prada"
"Prada Soft Calfskin Small Garden Bag Bordeaux",228,"prada"
"Prada Soft Calfskin Small Garden Bag Gray",225,"prada"
"Prada Saffiano Print Butterfly Satchel Bag",280,"prada"
"Prada Saffiano Print Lipstick Shoulder Bag Black/Multi",270,"prada"
"Prada Saffiano Print Lips Satchel Bag Multi",310,"prada"
"Prada Snakeskin Double Bag Nude",319,"prada"
"Prada East-West Double-Handle Tote Bag Caramel",298,"prada"
"Prada Vachetta Satchel Bag Natural/Black",289,"prada"
"Prada Vachetta Satchel Bag Black",289,"prada"
"Prada Vachetta Bicolor Shoulder Bag, Natural/Black",248,"prada"
"Prada City Stitch Tote Bag Navy",240,"prada"
"Prada Tessuto and Saffiano Stitch Tote Bag Black",240,"prada"
"Prada Saffiano Cuir Twin Bag Black",260,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Light Gray",240,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Light Pink",240,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag White",240,"prada"
"Prada Saffiano Lux Double-Zip Tote Bag Black",240,"prada"
"Prada Saffiano Soft Tote Bag Tan",228,"prada"
"Prada Saffiano Soft Tote Bag Dark Blue",228,"prada"
"Prada Saffiano Soft Tote Bag Caramel",228,"prada"
"Prada Saffiano Soft Tote Bag Gray",228,"prada"
"Prada Saffiano Soft Tote Bag Black",228,"prada"
"Prada Glace Calf Twin Pocket Tote Bag w/Studs White",319,"prada"
"Prada Vitello Daino Medium Double Bag Gray/Black",298,"prada"
"Prada Saffiano Cuir Covered-Strap Double Bag Light Gray",298,"prada"
"Prada Saffiano Cuir Covered-Strap Double Bag White",298,"prada"
"Prada Saffiano Cuir Covered-Strap Double Bag Bright Blue",298,"prada"
"Prada City Calfskin Bicolor Tote Bag Camel/Dark Gray",298,"prada"
"Prada Saffiano Cuir Covered-Strap Double Bag Gray",298,"prada"
"Prada Saffiano East-West Medium Tote Bag Nero",298,"prada"
"Prada Small East-West Saffiano Tote Bag Bluett",289,"prada"
"Prada Small East-West Saffiano Tote Bag Ceris",269,"prada"
"Prada Galleria Small Frame Tote Bag Caramel/White",265,"prada"
"Prada Saffiano Mini Galleria Crossbody Bag White",228,"prada"
"Prada Saffiano Mini Galleria Crossbody Bag Beige",228,"prada"
"Prada Saffiano Vernice Mini Promenade Bag Blush",240,"prada"
"Prada Saffiano Cuir Small Double Bag Light Gray",298,"prada"
"Prada Daino Tote Bag Gray",245,"prada"
"Prada Daino Tote Bag White",245,"prada"
"Prada Daino Side-Pocket Tote Bag Black",228,"prada"
"Prada Daino Side-Pocket Tote Bag Medium Brown",228,"prada"
"Prada Daino Side-Pocket Tote Bag Gray",228,"prada"
"Prada Daino Side-Pocket Tote Bag Red",228,"prada"
"Prada Vitello Daino Single Strap Tote Bag Black",228,"prada"
"Prada Calf East-West Large Satchel Bag Black",310,"prada"
"Prada East-West Medium Satchel Bag Black",245,"prada"
"Prada Canapa Canvas Camouflage Gardener's Tote Bag Royal Blue",228,"prada"
"Prada Vela Zip-Front Tote Bag Red",219,"prada"
"Prada Canvas Logo Tote with Strap Pink",219,"prada"
"Prada Tessuto Mini Bucket Crossbody Bag Royal Blue",219,"prada"
"Prada Tessuto Mini Bucket Crossbody Bag Red",219,"prada"
"Prada Tessuto Mini Bucket Crossbody Bag Black",280,"prada"
"Prada Saffiano Mini Galleria Crossbody Bag Pink",219,"prada"
"Prada Saffiano Mini Galleria Crossbody Bag Black",219,"prada"
"Prada Mini Saffiano Promenade Bag Cobalt Blue",219,"prada"
"Prada Mini Saffiano Promenade Bag Yellow",219,"prada"
"Prada Mini Saffiano Promenade Bag Red",208,"prada"
"Prada City Calf Double Bag Denim Blue",319,"prada"
"Prada City Calf Medium Double Bag Beige",319,"prada"
"Prada City Calf Twin Pocket Tote Bag Camel",269,"prada"
"Prada Vitello Daino Garden Tote Bag Black",208,"prada"
"Prada Cavallino Double Bag Honey/Brown",319,"prada"
"Prada Suede Medium Double Bag Navy",319,"prada"
"Prada Saffiano Cuir Medium Double Bag Camel",298,"prada"
"Prada Saffiano Cuir Small Double Bag Violet",298,"prada"
"Prada Saffiano Cuir Small Double Bag Blue",298,"prada"
"Prada Saffiano Cuir Medium Double Bag Blue",319,"prada"
"Prada Saffiano Cuir Small Double Bag Fuchsia",298,"prada"
"Prada Saffiano Cuir Twin Bag Ink Blue",328,"prada"
"Prada Saffiano Small Double-Handle Tote Bag Gray",250,"prada"
"Prada Saffiano Small Double-Handle Tote Bag Nero",250,"prada"
"Prada Saffiano Tote Bag with Metal Studs and Stones Fuchsia Multi",245,"prada"
"Prada Saffiano Tote Bag with Studs and Stones Black",245,"prada"
"Prada Medium Saffiano Promenade Bag Blue",250,"prada"
"Prada Medium Saffiano Vernice Promenade Bag Black",250,"prada"
"Prada Saffiano Vernice Mini Promenade Bag Red",228,"prada"
"Prada Mini Double-Handle Trapezoid Bag Gray",228,"prada"
"Prada Small Saffiano Vernice Promenade Bag Pink",228,"prada"
