"name","prices","designer"
"3.1 Phillip Lim Pashli Mini Satchel Bag Nude/Platinum",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Calf Satchel Bag Black",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Leather Satchel Bag Black",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Leather Satchel Bag Feather",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Mixed-Texture Satchel Bag",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Satchel Bag Nude Platinum",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Satchel Bag Military",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Leather Satchel Bag Bright Fuchsia",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Zip Satchel Bag Bright Fuchsia",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Satchel Bag Ivy",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Satchel Bag Ivory/Mimosa",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Satchel Bag White Peach",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Satchel Bag Raspberry",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Leather Satchel Bag Silver",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Zip Satchel Bag Red",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Leather Satchel Bag Cobalt",255,"31 phillip lim"
"3.1 Phillip Lim Pashli Leather Mini Satchel Bag Ink",255,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Leather Satchel Taupe",255,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Zip Satchel Bag Black",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Zip Satchel Bag Ink",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Zip Satchel Bag Black",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Zip Satchel Bag Jade",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Mini Satchel Bag Cobalt",250,"31 phillip lim"
"3.1 Phillip Lim Pashli Medium Zip Satchel Bag Taupe",259,"31 phillip lim"
"3.1 Phillip Lim Ryder Small Leather Satchel Bag",245,"31 phillip lim"
"3.1 Phillip Lim 31-Hour Fold-Over Tote Bag Navy",239,"31 phillip lim"
"3.1 Phillip Lim Ryder Small Leather Crossbody Bag",239,"31 phillip lim"
"3.1 Phillip Lim 31-Hour Fold-Over Satchel Bag",239,"31 phillip lim"
"3.1 Phillip Lim 31-Hour Fold-Over Tote Bag",239,"31 phillip lim"
"3.1 Phillip Lim Soleil Large Drawstring Bucket Bag Black",235,"31 phillip lim"
"3.1 Phillip Lim Soleil Small Drawstring Bucket Bag Black",235,"31 phillip lim"
"3.1 Phillip Lim Soleil Small Drawstring Bucket Bag",235,"31 phillip lim"
"3.1 Phillip Lim Soleil Large Drawstring Bucket Bag Charcoal",235,"31 phillip lim"
"3.1 Phillip Lim Soleil Large Drawstring Bucket Bag White",235,"31 phillip lim"
"3.1 Phillip Lim Soleil Mini Chain Shoulder Bag White",235,"31 phillip lim"
"Alexander Wang Rockie Mini Pebbled Leather Shoulder Bag",250,"alexander wang"
"Alexander Wang Studded Nylon-Trimmed Leather Duffel Bag",250,"alexander wang"
"Alexander Wang Rockie Mini Pebbled Leather Duffel Bag Red",250,"alexander wang"
"Alexander Wang Rockie Mini Pebbled Leather Duffel Bag Ivory",250,"alexander wang"
"Alexander Wang Rockie Mini Pebbled Leather Duffel Bag",250,"alexander wang"
"Alexander Wang Rockie Pebbled Leather Duffel Bag",250,"alexander wang"
"Alexander Wang Rocco Pebbled Leather Duffel Bag",250,"alexander wang"
"Alexander Wang Rockie Leather Duffel Bag",250,"alexander wang"
"Alexander Wang Rocco Metallic Pebbled Leather Duffel Bag",250,"alexander wang"
"Alexander Wang Rocco Lambskin Satchel",250,"alexander wang"
"Alexander Wang Prisma Studded Leather Tote",245,"alexander wang"
"Alexander Wang Emile Mini Studded Leather Satchel",255,"alexander wang"
"Alexander Wang Emile Mini Studded Nylon & Leather Satchel",255,"alexander wang"
"Alexander Wang Emile Mini Leather Satchel Blush",255,"alexander wang"
"Alexander Wang Emile Mini Leather Satchel",255,"alexander wang"
"Alexander Wang Emile Small Ribbed Leather Tote",255,"alexander wang"
"Alexander Wang Prisma Skeletal Leather Shoulder Bag",245,"alexander wang"
"Alexander Wang Dumbo Studded Pebbled Leather Backpack",265,"alexander wang"
"Alexander Wang Runway Stud Quilted Nylon & Leather Backpack",265,"alexander wang"
"Alexander Wang Prisma Two-Tone Leather Backpack",265,"alexander wang"
"Alexander Wang Prisma Woven Leather Backpack",265,"alexander wang"
"Alexander Wang Prisma Skeletal Two-Tone Leather Backpack",265,"alexander wang"
"Alexander Wang Prisma Skeletal Studded Leather Backpack",265,"alexander wang"
"Alexander Wang Prisma Skeletal Leather Backpack Black",265,"alexander wang"
"Alexander Wang Prisma Skeletal Leather Backpack Neptune",265,"alexander wang"
"Alexander Wang Prisma Skeletal Pebbed Leather Backpack",265,"alexander wang"
"Alexander Wang Alpha Woven Leather Bucket Bag",245,"alexander wang"
"Alexander Wang Diego Small Pebbled Leather Bucket Bag Red",245,"alexander wang"
"Alexander Wang Alpha Leather Bucket Bag",255,"alexander wang"
"Alexander Wang Diego Small Pebbled Leather Bucket Bag",235,"alexander wang"
"Alexander Wang Diego Pebbled Leather Bucket Bag",235,"alexander wang"
"Alexander Wang Marti Mini Leather Backpack Black",245,"alexander wang"
"Alexander Wang Marti Mini Convertible Leather Backpack Blush",245,"alexander wang"
"Alexander Wang Marti Convertible Leather Backpack Ivory",245,"alexander wang"
"Alexander Wang Marti Mini Convertible Suede Backpack Varsity",300,"alexander wang"
"Alexander Wang Marti Leather Backpack Black",245,"alexander wang"
"Balenciaga Triangle Square XS printed textured-leather tote Red",198,"balenciaga"
"Balenciaga Triangle Square XS bag White",229,"balenciaga"
"Balenciaga Triangle Square XS bag Green",229,"balenciaga"
"Balenciaga Triangle Square XS leather shoulder bag Blue",198,"balenciaga"
"Balenciaga Triangle Square XS shoulder bag Black",198,"balenciaga"
"Balenciaga Ville printed leather tote Blue",259,"balenciaga"
"Balenciaga Ville S plaid leather shoulder bag Black",259,"balenciaga"
"Balenciaga Ville S Monogramme leather tote Black",259,"balenciaga"
"Balenciaga XS Graffiti Leather Top Handle Bag Noir",259,"balenciaga"
"Balenciaga Ville S Graffiti leather tote Noir/Vert/Rouge/Bleu",259,"balenciaga"
"Balenciaga Ville S Graffiti leather tote Black",259,"balenciaga"
"Balenciaga Ville XXS AJ printed textured-leather tote Pink",199,"balenciaga"
"Balenciaga Ville XS leather tote Red",225,"balenciaga"
"Balenciaga Ville M leather tote Black",269,"balenciaga"
"Balenciaga Ville M leather tote Caramel",269,"balenciaga"
"Balenciaga Ville S leather tote Grey",239,"balenciaga"
"Balenciaga Ville S leather tote Red",239,"balenciaga"
"Balenciaga Ville S leather tote White",239,"balenciaga"
"Balenciaga Ville S leather tote Pink",239,"balenciaga"
"Balenciaga Ville S leather tote Green",239,"balenciaga"
"Balenciaga Ville Top Handle S bag Green",239,"balenciaga"
"Balenciaga Ville S top handle bag Dark green",239,"balenciaga"
"Balenciaga Ville M leather bag Dark green",269,"balenciaga"
"Balenciaga Ville top handle M bag Blue",269,"balenciaga"
"Balenciaga Ville S leather bag Red",239,"balenciaga"
"Balenciaga Ville Top Handle M bag Black",269,"balenciaga"
"Balenciaga Ville Top Handle S bag Black",239,"balenciaga"
"Balenciaga Ville S leather bag Grey",239,"balenciaga"
"Balenciaga Ville S leather bag Black/Yellow",239,"balenciaga"
"Balenciaga Ville S leather bag Black",239,"balenciaga"
"Balenciaga Triangle Duffle S cross-body bag Black",235,"balenciaga"
"Balenciaga Triangle Duffle XS bag White",235,"balenciaga"
"Balenciaga Triangle Duffle XS bag Orange",235,"balenciaga"
"Balenciaga Triangle duffle S bag Blue",235,"balenciaga"
"Balenciaga Triangle Duffle S bag Red",235,"balenciaga"
"Balenciaga Triangle Duffle S bag Black",235,"balenciaga"
"Balenciaga Triangle Duffle S bag Red",205,"balenciaga"
"Balenciaga Triangle Duffle printed leather tote Light Blue",205,"balenciaga"
"Balenciaga Triangle Duffle S leather tote Bleu Gris",205,"balenciaga"
"Balenciaga Triangle Duffle Medium leather tote Black",205,"balenciaga"
"Balenciaga Triangle Duffle leather tote Black",235,"balenciaga"
"Balenciaga Triangle Duffle S leather tote Blue",205,"balenciaga"
"Balenciaga Triangle Duffle leather tote Orange",205,"balenciaga"
"Balenciaga Triangle Duffle S leather tote White",205,"balenciaga"
"Balenciaga Triangle Duffle S leather tote Green",205,"balenciaga"
"Balenciaga Triangle Duffle XS leather tote Rose",205,"balenciaga"
"Balenciaga Triangle Duffle XS glitter tote Argent/L Noir",205,"balenciaga"
"Balenciaga Triangle Duffle leather tote silver",205,"balenciaga"
"Balenciaga Blackout City Small leather tote Noir",289,"balenciaga"
"Balenciaga Blackout City Small leather tote Gris Cendre",289,"balenciaga"
"Balenciaga Blackout City Small leather tote Rouge Bordeaux",289,"balenciaga"
"Balenciaga Blackout City Mini leather tote Noir",269,"balenciaga"
"Balenciaga Blackout City leather tote Gris Cendre",289,"balenciaga"
"Balenciaga Classic City embossed patent leather tote gris roche",299,"balenciaga"
"Balenciaga Classic City embossed patent leather tote black",289,"balenciaga"
"Balenciaga Classic City snakeskin shoulder bag Bleu Navy",289,"balenciaga"
"Balenciaga Classic Metallic Edge City suede shoulder bag Noir",398,"balenciaga"
"Balenciaga Classic Metallic Edge Small City leather bag blown",289,"balenciaga"
"Balenciaga Classic Metallic Edge Small City leather bag red",289,"balenciaga"
"Balenciaga Classic City Metal Plate leather tote Noir",289,"balenciaga"
"Balenciaga Classic City Metal Plate leather tote Beige Argile",289,"balenciaga"
"Balenciaga Classic Metallic Edge City suede tote Marron Cacao",289,"balenciaga"
"Balenciaga Classic Metallic Edge City suede tote Gris Perle",289,"balenciaga"
"Balenciaga Classic Metallic Edge City suede tote Rose Fluo",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote dark Beige",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote Bleu Bleuet",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote Rouge Pourpre",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote Bleu Acier",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote beige",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote light grey",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote Gris Taupe",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote black",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote Noir",289,"balenciaga"
"Balenciaga Classic Metallic Edge City leather tote Gris Glace",279,"balenciaga"
"Balenciaga Giant City S leather tote Black",289,"balenciaga"
"Balenciaga Giant City S leather tote Gris Fossile",289,"balenciaga"
"Balenciaga Classic City S leather tote Black",289,"balenciaga"
"Balenciaga Classic City S leather tote Bleu Obscur",289,"balenciaga"
"Balenciaga Classic City S leather tote Gris Fossile",289,"balenciaga"
"Balenciaga Classic City S leather tote Rose Flourescent",289,"balenciaga"
"Balenciaga Classic City S leather tote yellow",289,"balenciaga"
"Balenciaga Papier A6 Zip Around leather shoulder bag Black",279,"balenciaga"
"Balenciaga Papier A6 Zip Around leather shoulder bag Blue",279,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Black",279,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Noir/Green",279,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Green",279,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Grey",279,"balenciaga"
"Balenciaga Giant 12 City embossed leather tote Black",299,"balenciaga"
"Balenciaga Giant 12 Velo Metallic Edge leather tote Red",289,"balenciaga"
"Balenciaga Classic Velo leather tote Blown",289,"balenciaga"
"Balenciaga Classic Velo leather tote dark green",289,"balenciaga"
"Balenciaga Giant Velo 12 leather tote noir",289,"balenciaga"
"Balenciaga Giant Velo 12 leather tote Black",289,"balenciaga"
"Balenciaga Giant Velo 12 leather tote Gris Fossile",289,"balenciaga"
"Balenciaga Giant Velo 12 leather tote Blanc Creme",289,"balenciaga"
"Balenciaga Classic City shearling tote Black",289,"balenciaga"
"Balenciaga Classic City shearling tote dark blue",289,"balenciaga"
"Balenciaga Classic City shearling tote light grey",289,"balenciaga"
"Balenciaga Classic City leather tote Dark Black",289,"balenciaga"
"Balenciaga Classic City leather tote Rouge Cerise",289,"balenciaga"
"Balenciaga Classic City leather tote Black",289,"balenciaga"
"Balenciaga Classic City leather tote Grey",289,"balenciaga"
"Balenciaga Classic City leather tote Noir",289,"balenciaga"
"Balenciaga Classic City leather tote Nero",289,"balenciaga"
"Balenciaga Classic City leather tote Gris Fossile",289,"balenciaga"
"Balenciaga Classic City leather tote dark grey",289,"balenciaga"
"Balenciaga Classic City leather tote Bleu Obscur",289,"balenciaga"
"Balenciaga Classic City leather tote Blue",289,"balenciaga"
"Balenciaga Classic City leather tote Brown",289,"balenciaga"
"Balenciaga Classic City leather tote Red",289,"balenciaga"
"Balenciaga Classic City leather tote Violet prune",289,"balenciaga"
"Balenciaga Classic City leather tote Gris Chartreux",289,"balenciaga"
"Balenciaga Classic City leather tote Rose Fluo",289,"balenciaga"
"Balenciaga Classic City leather tote Juane Fluo",289,"balenciaga"
"Balenciaga Classic City leather tote Rose Hortensia",289,"balenciaga"
"Balenciaga Classic City leather tote Beige Sable",289,"balenciaga"
"Balenciaga Classic City leather tote Bleu Maldives",289,"balenciaga"
"Balenciaga Giant 12 City leather tote  dark black",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Black",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Noir",289,"balenciaga"
"Balenciaga Giant 12 City leather tote dark grey",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Gris Chartreux",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Gris Fossile",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Beige Liege",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Violet Prune",289,"balenciaga"
"Balenciaga Giant 12 City leather tote pink",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Tangerine",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Bleu Dragee",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Rose Poudre",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Dark Blue",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Gris beton",289,"balenciaga"
"Balenciaga Giant 12 City leather tote Bleu Caraibes",279,"balenciaga"
"Balenciaga Giant 12 City leather tote black",279,"balenciaga"
"Balenciaga Giant 12 City leather tote Yellow",289,"balenciaga"
"Balenciaga Mini City Metal Plate leather tote Beige Argile",239,"balenciaga"
"Balenciaga Mini City Metal Plate leather tote Rose Petale",239,"balenciaga"
"Balenciaga Mini City Metal Plate leather tote Vert Tilleul",239,"balenciaga"
"Balenciaga Classic Metallic Edge Mini City leather shoulder bag",239,"balenciaga"
"Balenciaga Classic Mini City shearling shoulder bag black",239,"balenciaga"
"Balenciaga Classic Mini City fabricleather shoulder bag grey",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag black",239,"balenciaga"
"Balenciaga Classic Mini City snakeskin shoulder bag Bleu Navy",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag",249,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag yellow",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag red",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag Bleu Obscur",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag Violet Prune",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag Black",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag Noir",239,"balenciaga"
"Balenciaga Classic Mini City leather shoulder bag Gris Fossile",239,"balenciaga"
"Balenciaga Giant 12 Mini City embossed leather tote Violet",249,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Bleu Azur Clair",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Black",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Grey",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Blue",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Gris Fossile",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Rose",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Beige Liege",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Noir",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Beige Sable",239,"balenciaga"
"Balenciaga Giant 12 Mini City leather tote Violet Prune",239,"balenciaga"
"Balenciaga Classic Mini City leather tote Rose Hortensia",239,"balenciaga"
"Balenciaga Classic Mini City leather tote Nero",239,"balenciaga"
"alenciaga Classic Mini City leather tote Gris Foss",239,"balenciaga"
"Balenciaga Classic Mini City leather tote red",239,"balenciaga"
"Balenciaga Papier A6 Zip Around shearling shoulder bag Gris",279,"balenciaga"
"Balenciaga Papier B4 Zip-Around shearling shoulder bag black",279,"balenciaga"
"Balenciaga Papier B4 Zip-Around shearling shoulder bag beige",279,"balenciaga"
"Balenciaga Papier A4 Metallic Edge shearling tote Black",289,"balenciaga"
"Balenciaga Nude Work XS leather tote Black",259,"balenciaga"
"Balenciaga Nude Work XS leather tote Black",259,"balenciaga"
"Balenciaga Nude Work XS leather tote White",259,"balenciaga"
"Balenciaga Le Dix Cartable leather/raffia shoulder bag Black",269,"balenciaga"
"Balenciaga Le Dix Cartable leather/raffia shoulder bag White",269,"balenciaga"
"Balenciaga Le Dix Soft Cartable leather shoulder bag Blanc",279,"balenciaga"
"Balenciaga Le Dix Pochette Cartable leather shoulder bag",279,"balenciaga"
"Balenciaga Le Dix Cartable S leather shoulder bag Black",279,"balenciaga"
"Balenciaga Le Dix Cartable S leather shoulder bag beige",279,"balenciaga"
"Balenciaga Le Dix Cartable S leather shoulder bag red",279,"balenciaga"
"Balenciaga Le Dix Cartable S leather shoulder bag Rose Blush",269,"balenciaga"
"Balenciaga Le Dix Cartable S leather shoulder bag Noir",249,"balenciaga"
"Balenciaga Le Dix Cartable Small leather shoulder bag Red",249,"balenciaga"
"Balenciaga Le Dix Cartable Zip leather tote Black",269,"balenciaga"
"Balenciaga Canvas and leather bucket bag Noir/Naturel",229,"balenciaga"
"Balenciaga Mini City Belharra canvas and leather shoulder bag",239,"balenciaga"
"Balenciaga Canvas and leather shoulder bag Rose Ballerine/Nat",199,"balenciaga"
"Balenciaga Canvas and leather shoulder bag ivory/grey",199,"balenciaga"
"Balenciaga Navy Pochette leather and canvas shoulder bag Bleu",199,"balenciaga"
"Balenciaga Leather and canvas shoulder bag Naturel/Jaune Fluo",199,"balenciaga"
"Balenciaga Leather and canvas shoulder bag Noir Blanc Naturel",199,"balenciaga"
"Balenciaga Navy Cabas M canvas and leather shopper Noir",239,"balenciaga"
"Balenciaga Navy Cabas S canvas and leather shopper Rose/Nat",229,"balenciaga"
"Balenciaga Navy M shopper Gris Taupe/Nat/Gr.T",229,"balenciaga"
"Balenciaga Navy Shopper M shopper Naturel/Bleu Obscur",229,"balenciaga"
"Balenciaga Navy Shopper M shopper Noir/Naturel",229,"balenciaga"
"Balenciaga Papier A4 Zip-Around leather shoulder bag beige",259,"balenciaga"
"Balenciaga Papier A4 Zip-Around leather shoulder bag beige",259,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Vert Fluo",249,"balenciaga"
"Balenciaga Mini Papier A4 Zip Around leather shoulder bag Noir",249,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Noir/Jaune",259,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Gris Acier",249,"balenciaga"
"Balenciaga Papier A4 Zip Around leather shoulder bag Gris Acier",249,"balenciaga"
"Balenciaga Papier A4 Zip-Around leather shoulder bag Black",249,"balenciaga"
"Balenciaga Papier B4 Zip-Around leather shoulder bag Noir",249,"balenciaga"
"Balenciaga Papier A4 Zip Around leather tote Noir",249,"balenciaga"
"Balenciaga Papier A4 Zip Around leather tote beige",249,"balenciaga"
"Balenciaga Papier A4 Animal Print Haircalf tote Ardoise",269,"balenciaga"
"Balenciaga Leather shoulder bag Bleu Indigo",249,"balenciaga"
"Balenciaga Papier A6 Zip Around leather shoulder bag Noir",249,"balenciaga"
"Balenciaga Papier A6 Zip Around leather shoulder bag Bleu",249,"balenciaga"
"Balenciaga Papier A4 Zip Around leather shoulder bag Noir",249,"balenciaga"
"Balenciaga Papier A4 Metallic Edge leather shoulder bag Noir",249,"balenciaga"
"Balenciaga Papier A4 Zip Around leather shoulder bag Bleu",249,"balenciaga"
"Balenciaga Papier A4 Metallic Edge leather shoulder bag Pink",249,"balenciaga"
"Balenciaga Papier A4 Zip Around leather shoulder bag Rose",249,"balenciaga"
"Balenciaga Papier A4 Metallic Edge leather shoulder bag Vert",249,"balenciaga"
"Balenciaga Papier A4 Metallic Edge leather tote Beige",249,"balenciaga"
"Balenciaga Papier A5 Metallic Edge leather tote Black",259,"balenciaga"
"Balenciaga Fabric and leather shopper N-B-Rouge Coque/Noir",229,"balenciaga"
"Balenciaga Fabric and leather shopper N-B-Rouge Coque/Noir",239,"balenciaga"
"Balenciaga Fabric and leather shopper N.B-Bleu Azur/Noir",239,"balenciaga"
"Balenciaga Bazar Medium leather tote Noir",259,"balenciaga"
"Balenciaga Bazar Small leather tote Bleu Marine",259,"balenciaga"
"Balenciaga Bazar Medium leather tote black",259,"balenciaga"
"Balenciaga Bazar Medium leather tote Vert Fonce",259,"balenciaga"
"Balenciaga Bazar Medium striped leather tote Bleu/Blanc/Noir",249,"balenciaga"
"Balenciaga Bazar Medium striped leather tote Bleu/Blanc/Rouge",249,"balenciaga"
"Balenciaga Le Dix leather shoulder bag Black",259,"balenciaga"
"Balenciaga Le Dix leather shoulder bag Bleu Obscur",259,"balenciaga"
"Balenciaga Le Dix leather shoulder bag Rose Blush",259,"balenciaga"
"Balenciaga Le Dix Mini Simple Square leather shoulder bag",259,"balenciaga"
"Balenciaga Le Dix Cabas leather tote Noir",259,"balenciaga"
"Balenciaga Le Dix Cabas leather tote Beige",259,"balenciaga"
"Balenciaga Padlock Nude Mini All Afternoon leather tote Bleu",269,"balenciaga"
"Balenciaga Padlock Nude Mini All Afternoon leather tote Noir",269,"balenciaga"
"Balenciaga Cable Shopper Small embossed wool&leather tote",259,"balenciaga"
"Balenciaga Cable Shopper Small embossed calf hair tote",259,"balenciaga"
"Balenciaga Cable Shopper Small leather tote Noir",259,"balenciaga"
"Balenciaga Cable Shopper Small leather tote Beige",259,"balenciaga"
"Balenciaga Cable Shopper Medium leather tote Beige",259,"balenciaga"
"Balenciaga Cable Shopper Small leather bag Black",259,"balenciaga"
"Balenciaga Cable Shopper Medium patent-leather bag",259,"balenciaga"
"Balenciaga Cable Shopper Medium leather bag Black",259,"balenciaga"
"Balenciaga Cable Shopper Medium patent-leather bag Gris",259,"balenciaga"
"BALENCIAGA Cable Shopper Medium leather tote Encre",259,"balenciaga"
"BALENCIAGA Cable Shopper Small leather tote Pink",259,"balenciaga"
"BALENCIAGA Cable Shopper Medium leather tote",259,"balenciaga"
"BALENCIAGA Cable Shopper Medium leather tote Black",259,"balenciaga"
"Balenciaga Giant Traveller leather backpack Noir",259,"balenciaga"
"Balenciaga Classic Traveller leather backpack Nero",259,"balenciaga"
"Balenciaga Giant Traveller leather backpack black",259,"balenciaga"
"Balenciaga Giant Traveller leather backpack grey",259,"balenciaga"
"Balenciaga Giant Traveller XS leather backpack black",259,"balenciaga"
"Balenciaga Metallic Edge Traveller XS suede backpack Noir",259,"balenciaga"
"Balenciaga Classic Traveller suede backpack Noir",259,"balenciaga"
"Balenciaga Classic Traveller suede backpack Blue",259,"balenciaga"
"Balenciaga Giant Mini Pompon leather shoulder bag Black",249,"balenciaga"
"Balenciaga Giant Mini Pompon leather shoulder bag Gris",249,"balenciaga"
"Balenciaga Giant Mini Pompon leather shoulder bag Bleu Obscur",249,"balenciaga"
"Balenciaga Giant Mini Pompon leather shoulder bag Blue",249,"balenciaga"
"Balenciaga Navy leather-trimmed canvas backpack Noir",239,"balenciaga"
"Balenciaga Traveller Belharra canvas/leather backpack Natural",199,"balenciaga"
"Balenciaga Classic Pouch leather clutch Beige Liege",199,"balenciaga"
"Balenciaga Classic Pouch leather clutch Blue",199,"balenciaga"
"Balenciaga Classic Pouch Metallic Edge leather clutch White",199,"balenciaga"
"alenciaga Classic Pouch Metallic Edge leather clutch Black",199,"balenciaga"
"Balenciaga Classic Pouch Metallic Edge leather clutch Gris Taupe",199,"balenciaga"
"Balenciaga Classic Pouch Metallic Edge leather clutch Rose Peche",199,"balenciaga"
"Balenciaga Classic Pouch embossed patent leather clutch Black",199,"balenciaga"
"Balenciaga Classic Pouch embossed patent leather clutch Grey",199,"balenciaga"
"Balenciaga C5 Papier Metallic Edge leather shoulder bag Noir",199,"balenciaga"
"Balenciaga Giant Chain Wallet leather shoulder bag Nuit",199,"balenciaga"
"Balenciaga Metal Plate leather shoulder bag Noir",199,"balenciaga"
"Balenciaga Metal Plate leather shoulder bag Vert Tilleul",199,"balenciaga"
"Balenciaga Metal Plate leather shoulder bag Rose Petale",199,"balenciaga"
"Balenciaga Papier leather shoulder bag Noir",199,"balenciaga"
"Balenciaga Papier leather shoulder bag Beige Desert",199,"balenciaga"
"Balenciaga Giant 12 Envelope leather clutch Noir",199,"balenciaga"
"Balenciaga Giant 12 Envelope leather clutch bleu obscur",199,"balenciaga"
"Balenciaga Giant 12 Envelope leather clutch Black",199,"balenciaga"
"Balenciaga Giant 12 Envelope leather clutch Grey",199,"balenciaga"
"Balenciaga Giant 12 Envelope leather clutch Bleu",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope Strap crossbody bag Bleu Nuit",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope Strap crossbody bag Noir",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag Noir",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag Bleu Acier",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag Gris Glace",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag Gris Taupe",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag Rouge",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag Red",199,"balenciaga"
"Balenciaga Classic Metallic Edge Envelope leather shoulder bag beige",199,"balenciaga"
"Balenciaga Classic Hip leather shoulder bag Gris Fossile",199,"balenciaga"
"Balenciaga Classic Hip leather shoulder bag bleu Maldives",199,"balenciaga"
"Balenciaga Giant 12 Hip leather shoulder bag taupe",199,"balenciaga"
"Balenciaga Giant 12 Hip leather shoulder bag dark blue",199,"balenciaga"
"Balenciaga Giant 12 Hip leather shoulder bag light pink",199,"balenciaga"
"Balenciaga Giant 12 Hip leather shoulder bag Pink",199,"balenciaga"
"Balenciaga Giant Hip shoulder bag Noir",199,"balenciaga"
"Balenciaga Giant Hip shoulder bag Violet Prune",199,"balenciaga"
"Balenciaga Giant Hip leather shoulder bag Verte Pinede",199,"balenciaga"
"Balenciaga Giant Hip leather shoulder bag Brown",199,"balenciaga"
"Balenciaga Giant Hip leather shoulder bag Gree",199,"balenciaga"
"Balenciaga Giant Hip leather shoulder bag Rose Berlingot",199,"balenciaga"
"Balenciaga Classic Hip leather shoulder bag Nero",199,"balenciaga"
